2.616899907588958740e-01 0.000000000000000000e+00 9.899999618530273438e+00 0.000000000000000000e+00 5.440000295639038086e-01 6.022999763488769531e+00 9.040000152587890625e+01 2.834000110626220703e+00 4.000000000000000000e+00 3.040000000000000000e+02 1.839999961853027344e+01 3.962999877929687500e+02 1.172000026702880859e+01 1.939999999999999858e+01
5.082999914884567261e-02 0.000000000000000000e+00 5.190000057220458984e+00 0.000000000000000000e+00 5.149999856948852539e-01 6.315999984741210938e+00 3.809999847412109375e+01 6.458399772644042969e+00 5.000000000000000000e+00 2.240000000000000000e+02 2.020000076293945312e+01 3.897099914550781250e+02 5.679999828338623047e+00 2.219999999999999929e+01
1.544499993324279785e-01 2.500000000000000000e+01 5.130000114440917969e+00 0.000000000000000000e+00 4.530000090599060059e-01 6.144999980926513672e+00 2.920000076293945312e+01 7.814799785614013672e+00 8.000000000000000000e+00 2.840000000000000000e+02 1.970000076293945312e+01 3.906799926757812500e+02 6.860000133514404297e+00 2.330000000000000071e+01
3.535010099411010742e+00 0.000000000000000000e+00 1.957999992370605469e+01 1.000000000000000000e+00 8.709999918937683105e-01 6.151999950408935547e+00 8.259999847412109375e+01 1.745499968528747559e+00 5.000000000000000000e+00 4.030000000000000000e+02 1.469999980926513672e+01 8.801000213623046875e+01 1.502000045776367188e+01 1.559999999999999964e+01
3.678220033645629883e+00 0.000000000000000000e+00 1.810000038146972656e+01 0.000000000000000000e+00 7.699999809265136719e-01 5.361999988555908203e+00 9.619999694824218750e+01 2.103600025177001953e+00 2.400000000000000000e+01 6.660000000000000000e+02 2.020000076293945312e+01 3.807900085449218750e+02 1.018999958038330078e+01 2.080000000000000071e+01
1.849819946289062500e+01 0.000000000000000000e+00 1.810000038146972656e+01 0.000000000000000000e+00 6.679999828338623047e-01 4.138000011444091797e+00 1.000000000000000000e+02 1.136999964714050293e+00 2.400000000000000000e+01 6.660000000000000000e+02 2.020000076293945312e+01 3.968999938964843750e+02 3.797000122070312500e+01 1.380000000000000071e+01
1.496320009231567383e+00 0.000000000000000000e+00 1.957999992370605469e+01 0.000000000000000000e+00 8.709999918937683105e-01 5.403999805450439453e+00 1.000000000000000000e+02 1.591599941253662109e+00 5.000000000000000000e+00 4.030000000000000000e+02 1.469999980926513672e+01 3.416000061035156250e+02 1.327999973297119141e+01 1.960000000000000142e+01
1.445499956607818604e-01 1.250000000000000000e+01 7.869999885559082031e+00 0.000000000000000000e+00 5.239999890327453613e-01 6.171999931335449219e+00 9.609999847412109375e+01 5.950500011444091797e+00 5.000000000000000000e+00 3.110000000000000000e+02 1.519999980926513672e+01 3.968999938964843750e+02 1.914999961853027344e+01 2.710000000000000142e+01
5.500699877738952637e-01 2.000000000000000000e+01 3.970000028610229492e+00 0.000000000000000000e+00 6.470000147819519043e-01 7.205999851226806641e+00 9.159999847412109375e+01 1.930099964141845703e+00 5.000000000000000000e+00 2.640000000000000000e+02 1.300000000000000000e+01 3.878900146484375000e+02 8.100000381469726562e+00 3.650000000000000000e+01
1.508599966764450073e-01 0.000000000000000000e+00 2.773999977111816406e+01 0.000000000000000000e+00 6.090000271797180176e-01 5.453999996185302734e+00 9.269999694824218750e+01 1.820899963378906250e+00 4.000000000000000000e+00 7.110000000000000000e+02 2.010000038146972656e+01 3.950899963378906250e+02 1.805999946594238281e+01 1.519999999999999929e+01
8.792119979858398438e+00 0.000000000000000000e+00 1.810000038146972656e+01 0.000000000000000000e+00 5.839999914169311523e-01 5.565000057220458984e+00 7.059999847412109375e+01 2.063499927520751953e+00 2.400000000000000000e+01 6.660000000000000000e+02 2.020000076293945312e+01 3.650000095367431641e+00 1.715999984741210938e+01 1.169999999999999929e+01
1.006229972839355469e+01 0.000000000000000000e+00 1.810000038146972656e+01 0.000000000000000000e+00 5.839999914169311523e-01 6.833000183105468750e+00 9.430000305175781250e+01 2.088200092315673828e+00 2.400000000000000000e+01 6.660000000000000000e+02 2.020000076293945312e+01 8.133000183105468750e+01 1.969000053405761719e+01 1.409999999999999964e+01
1.405070018768310547e+01 0.000000000000000000e+00 1.810000038146972656e+01 0.000000000000000000e+00 5.970000028610229492e-01 6.657000064849853516e+00 1.000000000000000000e+02 1.527500033378601074e+00 2.400000000000000000e+01 6.660000000000000000e+02 2.020000076293945312e+01 3.504999923706054688e+01 2.121999931335449219e+01 1.719999999999999929e+01
4.222390174865722656e+00 0.000000000000000000e+00 1.810000038146972656e+01 1.000000000000000000e+00 7.699999809265136719e-01 5.802999973297119141e+00 8.900000000000000000e+01 1.904700040817260742e+00 2.400000000000000000e+01 6.660000000000000000e+02 2.020000076293945312e+01 3.530400085449218750e+02 1.464000034332275391e+01 1.680000000000000071e+01
1.778000034391880035e-02 9.500000000000000000e+01 1.470000028610229492e+00 0.000000000000000000e+00 4.029999971389770508e-01 7.135000228881835938e+00 1.389999961853027344e+01 7.653399944305419922e+00 3.000000000000000000e+00 4.020000000000000000e+02 1.700000000000000000e+01 3.842999877929687500e+02 4.449999809265136719e+00 3.289999999999999858e+01
1.433370018005371094e+01 0.000000000000000000e+00 1.810000038146972656e+01 0.000000000000000000e+00 6.140000224113464355e-01 6.229000091552734375e+00 8.800000000000000000e+01 1.951200008392333984e+00 2.400000000000000000e+01 6.660000000000000000e+02 2.020000076293945312e+01 3.833200073242187500e+02 1.310999965667724609e+01 2.139999999999999858e+01
5.643999949097633362e-02 4.000000000000000000e+01 6.409999847412109375e+00 1.000000000000000000e+00 4.469999969005584717e-01 6.757999897003173828e+00 3.290000152587890625e+01 4.077600002288818359e+00 4.000000000000000000e+00 2.540000000000000000e+02 1.760000038146972656e+01 3.968999938964843750e+02 3.529999971389770508e+00 3.239999999999999858e+01
3.584000095725059509e-02 8.000000000000000000e+01 3.369999885559082031e+00 0.000000000000000000e+00 3.980000019073486328e-01 6.289999961853027344e+00 1.779999923706054688e+01 6.611499786376953125e+00 4.000000000000000000e+00 3.370000000000000000e+02 1.610000038146972656e+01 3.968999938964843750e+02 4.670000076293945312e+00 2.350000000000000000e+01
3.511399924755096436e-01 0.000000000000000000e+00 7.380000114440917969e+00 0.000000000000000000e+00 4.930000007152557373e-01 6.040999889373779297e+00 4.990000152587890625e+01 4.721099853515625000e+00 5.000000000000000000e+00 2.870000000000000000e+02 1.960000038146972656e+01 3.968999938964843750e+02 7.699999809265136719e+00 2.039999999999999858e+01
1.151720046997070312e+00 0.000000000000000000e+00 8.140000343322753906e+00 0.000000000000000000e+00 5.379999876022338867e-01 5.701000213623046875e+00 9.500000000000000000e+01 3.787199974060058594e+00 4.000000000000000000e+00 3.070000000000000000e+02 2.100000000000000000e+01 3.587699890136718750e+02 1.835000038146972656e+01 1.309999999999999964e+01
9.924850463867187500e+00 0.000000000000000000e+00 1.810000038146972656e+01 0.000000000000000000e+00 7.400000095367431641e-01 6.250999927520751953e+00 9.659999847412109375e+01 2.197999954223632812e+00 2.400000000000000000e+01 6.660000000000000000e+02 2.020000076293945312e+01 3.885199890136718750e+02 1.644000053405761719e+01 1.259999999999999964e+01
